destination_id,destination_name,country,continent,type,unesco_site,best_season,avg_cost_usd,avg_rating,annual_visitors_millions,city,region,latitude,longitude,description,budget_level,culture_score,adventure_score,nature_score,beach_score,urban_score,nightlife_score,cuisine_score,wellness_score,seclusion_score,climate_spring_temp,climate_spring_label,climate_summer_temp,climate_summer_label,climate_autumn_temp,climate_autumn_label,climate_winter_temp,climate_winter_label,ideal_duration_days,experience_types,experience_types_str
DEST_1392,Hidden Ruins,Argentina,South America,Adventure,Yes,Winter,127.4,4.3,1.35,Salta,south_america,-25.1076701,-64.3494964,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere.",Mid-range,4,4,5,1,3,3,4,3,4,16.400000000000002,Pleasant,11.133333333333333,Cool,18.233333333333334,Pleasant,21.066666666666666,Pleasant,5,['Adventure'],Adventure
DEST_1393,Ancient Falls,France,Europe,Religious,Yes,Summer,96.94,4.5,3.42,Strasbourg,europe,48.584614,7.7507127,"Charming cobblestone streets lined with half-timbered houses, the aroma of freshly baked pastries, and the gentle flow of the canals create a fairy-tale ambiance.",Mid-range,5,2,3,1,4,3,4,3,3,11.5,Cool,20.900000000000002,Pleasant,11.833333333333334,Cool,4.166666666666667,Cold,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1394,Ancient Beach,Germany,Europe,Adventure,Yes,Spring,165.98,5.0,8.9,Heidelberg,europe,49.4093582,8.694724,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",Mid-range,5,2,4,1,3,3,4,3,4,10.366666666666665,Cool,20.7,Pleasant,12.133333333333333,Cool,4.066666666666666,Cold,4,['Adventure'],Adventure
DEST_1395,Sacred Plaza,Canada,North America,City,No,Winter,227.26,5.0,2.36,Vancouver,north_america,49.2608724,-123.113952,"Nestled between ocean and mountains, this city offers a harmonious blend of urban excitement and serene natural beauty, perfect for outdoor enthusiasts.",Luxury,4,4,5,3,5,4,4,4,3,10.666666666666666,Cool,18.7,Pleasant,11.533333333333333,Cool,5.133333333333333,Cool,8,['Urban'],Urban
DEST_1396,Sacred Plaza,Greece,Europe,Historical,No,Summer,95.13,4.1,7.72,Athens,europe,37.9755648,23.7348324,"Ancient ruins stand proudly against a backdrop of vibrant street life and bustling markets, where history and modernity create an electrifying blend.",Mid-range,5,3,3,3,4,4,5,3,2,17.2,Pleasant,28.266666666666666,Warm,20.633333333333333,Pleasant,11.433333333333332,Cool,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1397,Serene Beach,Spain,Europe,Adventure,No,Summer,169.06,4.5,7.51,Asturias,europe,43.3133868,-5.94192,"Lush green landscapes meet rugged coastlines, offering a sense of tranquility and adventure with every breathtaking vista and charming village.",Mid-range,4,4,5,4,2,3,4,3,4,12.333333333333334,Cool,18.499999999999996,Pleasant,14.666666666666666,Cool,9.1,Cool,6,['Adventure'],Adventure
DEST_1398,Sacred Ruins,Brazil,South America,Nature,Yes,Summer,197.5,4.6,0.97,Salvador da Bahia,south_america,-13.2432762,-43.3742847,"Lively streets filled with music and dance, vibrant markets, and stunning coastal views create an energetic yet laid-back atmosphere.",Mid-range,5,3,4,4,3,4,5,3,2,27.2,Warm,25.600000000000005,Warm,28.866666666666664,Warm,26.96666666666667,Warm,5,['Nature'],Nature
DEST_1399,Sacred Temple,Argentina,South America,Nature,No,Autumn,137.98,4.0,2.66,Salta,south_america,-25.1076701,-64.3494964,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere.",Mid-range,4,4,5,1,3,3,4,3,4,16.400000000000002,Pleasant,11.133333333333333,Cool,18.233333333333334,Pleasant,21.066666666666666,Pleasant,5,['Nature'],Nature
DEST_1400,Sacred Plaza,Germany,Europe,Historical,No,Winter,165.09,4.6,4.53,Heidelberg,europe,49.4093582,8.694724,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",Mid-range,5,2,4,1,3,3,4,3,4,10.366666666666665,Cool,20.7,Pleasant,12.133333333333333,Cool,4.066666666666666,Cold,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1401,Lush Park,New Zealand,Oceania,Adventure,Yes,Summer,164.87,4.5,4.73,Rotorua,oceania,-38.1381493,176.252922,"Steam rises from bubbling mud pools and the air is filled with the scent of sulfur, creating a unique geothermal wonderland.",Mid-range,4,4,5,2,3,3,3,5,3,13.066666666666668,Cool,7.866666666666667,Cool,11.233333333333334,Cool,16.566666666666666,Pleasant,4,['Adventure'],Adventure
DEST_1402,Lush Canyon,Argentina,South America,Religious,Yes,Winter,40.19,4.5,9.14,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1403,Serene Park,Egypt,Africa,Historical,No,Autumn,225.67,4.6,8.21,Cairo,africa,30.0443879,31.2357257,"Bustling streets filled with vibrant markets, the aroma of spices, and the awe-inspiring sight of ancient pyramids create an unforgettable experience.",Budget,5,3,3,2,4,3,4,3,2,22.733333333333334,Pleasant,30.0,Warm,25.03333333333333,Warm,16.066666666666666,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1404,Sacred Park,Australia,Oceania,Historical,Yes,Summer,110.0,3.9,8.56,Melbourne,oceania,-37.8142454,144.9631732,"A vibrant mix of street art, diverse cuisine, and lively laneways create an atmosphere that's both exciting and warmly inviting.",Mid-range,5,3,3,3,5,4,5,4,2,15.233333333333334,Pleasant,10.033333333333333,Cool,14.533333333333333,Cool,19.666666666666668,Pleasant,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1405,Ancient Ruins,Spain,Europe,Historical,No,Summer,209.68,4.3,9.44,Barcelona,europe,41.3828939,2.1774322,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",Mid-range,5,3,3,4,5,5,5,3,2,15.066666666666668,Pleasant,24.8,Pleasant,17.8,Pleasant,9.766666666666667,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1406,Sacred Falls,New Zealand,Oceania,Historical,Yes,Autumn,219.67,4.7,8.15,Rotorua,oceania,-38.1381493,176.252922,"Steam rises from bubbling mud pools and the air is filled with the scent of sulfur, creating a unique geothermal wonderland.",Mid-range,4,4,5,2,3,3,3,5,3,13.066666666666668,Cool,7.866666666666667,Cool,11.233333333333334,Cool,16.566666666666666,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1407,Lush Canyon,Kenya,Africa,Historical,No,Spring,133.37,4.8,0.99,Nairobi,africa,-1.30261485,36.82884202,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",Mid-range,4,4,5,1,4,3,3,3,2,20.666666666666668,Pleasant,18.3,Pleasant,19.966666666666665,Pleasant,20.8,Pleasant,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1408,Lush Park,Mexico,North America,Religious,No,Spring,233.45,4.2,4.78,Guanajuato,north_america,20.9876996,-101.0,"Winding cobblestone streets and colorful facades create a charming, vibrant atmosphere, where history and lively festivals fill the air with excitement.",Mid-range,5,3,3,1,4,3,4,3,2,22.233333333333334,Pleasant,21.166666666666668,Pleasant,18.866666666666664,Pleasant,15.866666666666665,Pleasant,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1409,Golden Park,Peru,South America,Beach,No,Winter,112.9,4.9,6.53,Lima,south_america,-12.0621065,-77.0365256,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food.",Mid-range,5,3,3,2,4,4,5,3,2,21.46666666666667,Pleasant,17.433333333333334,Pleasant,17.933333333333334,Pleasant,22.633333333333336,Pleasant,6,['Beach'],Beach
DEST_1410,Grand Forest,Vietnam,Asia,Beach,No,Summer,179.3,4.3,5.68,Hoi An,asia,15.8795863,108.3319406,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",Budget,5,3,3,3,2,2,5,3,4,27.366666666666664,Warm,30.166666666666668,Hot,27.066666666666666,Warm,22.73333333333333,Pleasant,4,['Beach'],Beach
DEST_1411,Ancient Forest,Vietnam,Asia,Adventure,No,Summer,117.28,4.2,7.61,Sapa,asia,22.3359246,103.8426749,"Rolling green terraces and misty mountain vistas create a serene escape, where vibrant local cultures and tranquil landscapes embrace visitors warmly.",Budget,4,4,5,1,2,2,3,3,4,17.099999999999998,Pleasant,20.266666666666666,Pleasant,16.0,Pleasant,10.133333333333335,Cool,5,['Adventure'],Adventure
DEST_1412,Hidden Plaza,France,Europe,Religious,No,Autumn,75.05,4.5,9.69,Strasbourg,europe,48.584614,7.7507127,"Charming cobblestone streets lined with half-timbered houses, the aroma of freshly baked pastries, and the gentle flow of the canals create a fairy-tale ambiance.",Mid-range,5,2,3,1,4,3,4,3,3,11.5,Cool,20.900000000000002,Pleasant,11.833333333333334,Cool,4.166666666666667,Cold,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1413,Golden Valley,Egypt,Africa,Historical,Yes,Autumn,105.79,3.7,9.03,Giza,africa,29.9870753,31.2118063,The awe-inspiring sight of ancient pyramids rising from the golden desert sands creates an atmosphere of timeless wonder and historical intrigue.,Mid-range,5,3,3,1,3,2,4,2,2,22.8,Pleasant,29.933333333333337,Warm,25.133333333333336,Warm,16.0,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1414,Serene Beach,India,Asia,Historical,No,Winter,242.78,4.6,2.9,Kolkata,asia,22.5726459,88.3638953,"Bustling streets filled with the aroma of spices, vibrant markets, and colonial architecture create an inviting atmosphere full of life and history.",Budget,5,2,3,1,4,3,5,3,2,29.633333333333336,Warm,29.866666666666664,Warm,27.399999999999995,Warm,21.099999999999998,Pleasant,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1415,Crystal Temple,Brazil,South America,Religious,Yes,Spring,98.2,4.5,2.46,Sao Paulo,south_america,-23.5506507,-46.6333824,"Energetic streets buzz with life, offering a tapestry of art, diverse cuisine, and vibrant nightlife that captivates every sense.",Mid-range,5,3,2,2,5,5,5,3,1,20.633333333333336,Pleasant,17.566666666666666,Pleasant,20.400000000000002,Pleasant,22.600000000000005,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1416,Lush Park,Mexico,North America,Adventure,Yes,Spring,198.02,4.6,5.73,Puerto Vallarta,north_america,20.6407176,-105.220306,"Golden beaches meet the lush Sierra Madre mountains, creating a vibrant yet laid-back atmosphere filled with colorful markets and lively nightlife.",Mid-range,3,4,4,5,3,4,4,4,3,23.066666666666666,Pleasant,25.3,Warm,24.3,Pleasant,21.2,Pleasant,5,['Adventure'],Adventure
DEST_1417,Grand Valley,Canada,North America,Beach,No,Winter,173.7,4.3,6.2,Vancouver Island,north_america,49.5929495,-125.702557,"Lush rainforests, rugged coastlines, and charming towns create an inviting atmosphere, perfect for outdoor adventures and tranquil moments by the sea.",Mid-range,3,4,5,4,2,2,3,4,4,9.166666666666666,Cool,16.5,Pleasant,10.0,Cool,3.8333333333333335,Cold,8,['Beach'],Beach
DEST_1418,Serene Park,Brazil,South America,Nature,Yes,Autumn,194.38,4.7,9.77,Salvador da Bahia,south_america,-13.2432762,-43.3742847,"Lively streets filled with music and dance, vibrant markets, and stunning coastal views create an energetic yet laid-back atmosphere.",Mid-range,5,3,4,4,3,4,5,3,2,27.2,Warm,25.600000000000005,Warm,28.866666666666664,Warm,26.96666666666667,Warm,5,['Nature'],Nature
DEST_1419,Mystic Valley,Kenya,Africa,Religious,Yes,Winter,56.98,4.8,6.66,Nairobi,africa,-1.30261485,36.82884202,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",Mid-range,4,4,5,1,4,3,3,3,2,20.666666666666668,Pleasant,18.3,Pleasant,19.966666666666665,Pleasant,20.8,Pleasant,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1420,Crystal Temple,Germany,Europe,Historical,No,Winter,132.53,4.3,8.25,Heidelberg,europe,49.4093582,8.694724,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",Mid-range,5,2,4,1,3,3,4,3,4,10.366666666666665,Cool,20.7,Pleasant,12.133333333333333,Cool,4.066666666666666,Cold,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1421,Lush Beach,Kenya,Africa,Beach,No,Spring,67.72,5.0,5.0,Mombasa,africa,-4.05052,39.667169,"Lively markets, stunning beaches, and a fusion of cultures create a vibrant atmosphere where you can feel the ocean breeze and hear Swahili melodies.",Mid-range,4,4,4,5,3,3,4,3,3,27.899999999999995,Warm,25.2,Warm,26.599999999999998,Warm,28.133333333333336,Warm,5,['Beach'],Beach
DEST_1422,Hidden Plaza,Thailand,Asia,Religious,No,Summer,129.39,4.8,8.76,Bangkok,asia,13.7524938,100.4935089,Busy streets filled with vibrant markets and aromatic street food stalls create an exhilarating atmosphere that's both chaotic and captivating.,Budget,5,3,2,2,5,5,5,4,1,30.566666666666666,Hot,29.599999999999998,Warm,28.73333333333333,Warm,28.133333333333336,Warm,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1423,Lush Pagoda,Thailand,Asia,Historical,No,Summer,154.85,4.5,8.55,Bangkok,asia,13.7524938,100.4935089,Busy streets filled with vibrant markets and aromatic street food stalls create an exhilarating atmosphere that's both chaotic and captivating.,Budget,5,3,2,2,5,5,5,4,1,30.566666666666666,Hot,29.599999999999998,Warm,28.73333333333333,Warm,28.133333333333336,Warm,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1424,Serene Beach,Japan,Asia,Nature,No,Summer,136.0,4.1,2.07,Takayama,asia,36.1396246,137.2510322,"Charming wooden houses, serene streets, and the gentle flow of the river create a peaceful atmosphere perfect for unwinding and exploration.",Mid-range,5,2,4,1,2,2,4,3,4,10.533333333333333,Cool,22.96666666666667,Pleasant,14.200000000000001,Cool,0.5333333333333333,Cold,4,['Nature'],Nature
DEST_1425,Grand Temple,Brazil,South America,Adventure,No,Autumn,165.72,5.0,6.54,Rio de Janeiro,south_america,-22.9110137,-43.2093727,"Vibrant streets pulse with samba rhythms, stunning beaches meet lush mountains, and every corner offers a burst of color and life.",Mid-range,4,4,5,5,4,5,4,3,2,24.700000000000003,Pleasant,21.5,Pleasant,23.96666666666667,Pleasant,26.766666666666666,Warm,6,['Adventure'],Adventure
DEST_1426,Serene Plaza,Peru,South America,Beach,No,Summer,120.97,4.3,0.89,Lima,south_america,-12.0621065,-77.0365256,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food.",Mid-range,5,3,3,2,4,4,5,3,2,21.46666666666667,Pleasant,17.433333333333334,Pleasant,17.933333333333334,Pleasant,22.633333333333336,Pleasant,6,['Beach'],Beach
DEST_1427,Crystal Valley,Spain,Europe,City,Yes,Winter,181.51,3.9,8.65,Barcelona,europe,41.3828939,2.1774322,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",Mid-range,5,3,3,4,5,5,5,3,2,15.066666666666668,Pleasant,24.8,Pleasant,17.8,Pleasant,9.766666666666667,Cool,6,['Urban'],Urban
DEST_1428,Grand Beach,Morocco,Africa,Religious,Yes,Summer,113.42,5.0,9.55,Fès,africa,34.0346534,-5.0161926,"Winding alleys filled with vibrant souks, the aroma of spices, and the sound of artisans at work create an enchanting, timeless atmosphere.",Budget,5,2,2,1,3,2,4,3,3,16.5,Pleasant,26.399999999999995,Warm,19.599999999999998,Pleasant,11.366666666666667,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1429,Serene Valley,South Africa,Africa,Religious,No,Spring,166.66,4.6,5.51,Pretoria,africa,-25.7459277,28.1879101,"Wide tree-lined avenues and vibrant jacaranda blooms create a serene backdrop for exploring cultural landmarks and lively markets in a warm, welcoming atmosphere.",Mid-range,4,3,4,1,4,3,4,3,2,18.8,Pleasant,13.733333333333334,Cool,21.5,Pleasant,22.733333333333334,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1430,Hidden Forest,Vietnam,Asia,City,No,Spring,119.59,4.6,3.38,Hanoi,asia,21.0283334,105.854041,"Bustling streets filled with the aroma of street food, lively markets, and serene lakes create a vibrant yet peaceful atmosphere.",Budget,5,3,3,1,4,3,5,3,2,25.066666666666666,Warm,29.833333333333332,Warm,25.933333333333334,Warm,18.433333333333334,Pleasant,5,['Urban'],Urban
DEST_1431,Lush Park,Mexico,North America,Beach,No,Autumn,274.25,4.9,6.21,Puerto Vallarta,north_america,20.6407176,-105.220306,"Golden beaches meet the lush Sierra Madre mountains, creating a vibrant yet laid-back atmosphere filled with colorful markets and lively nightlife.",Mid-range,3,4,4,5,3,4,4,4,3,23.066666666666666,Pleasant,25.3,Warm,24.3,Pleasant,21.2,Pleasant,5,['Beach'],Beach
DEST_1432,Grand Falls,Greece,Europe,Beach,No,Summer,130.14,4.2,6.36,Crete,europe,35.3084952,24.46334232,"Sun-drenched beaches, ancient ruins, and vibrant local markets create a tapestry of experiences that feel both timeless and refreshingly alive.",Mid-range,4,4,5,5,3,3,5,4,4,16.833333333333332,Pleasant,26.366666666666664,Warm,20.233333333333334,Pleasant,11.966666666666667,Cool,8,['Beach'],Beach
DEST_1433,Lush Beach,Spain,Europe,City,No,Summer,153.85,4.5,6.12,Barcelona,europe,41.3828939,2.1774322,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",Mid-range,5,3,3,4,5,5,5,3,2,15.066666666666668,Pleasant,24.8,Pleasant,17.8,Pleasant,9.766666666666667,Cool,6,['Urban'],Urban
DEST_1434,Golden Forest,Argentina,South America,Nature,Yes,Autumn,178.41,4.2,6.42,Salta,south_america,-25.1076701,-64.3494964,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere.",Mid-range,4,4,5,1,3,3,4,3,4,16.400000000000002,Pleasant,11.133333333333333,Cool,18.233333333333334,Pleasant,21.066666666666666,Pleasant,5,['Nature'],Nature
DEST_1435,Grand Temple,Italy,Europe,Historical,No,Autumn,137.53,5.0,5.52,Verona,europe,45.4424977,10.98573769,"Charming streets with a romantic vibe, historic architecture, and cozy piazzas invite leisurely strolls and delightful discoveries at every turn.",Mid-range,5,2,3,1,4,3,4,3,3,13.666666666666666,Cool,24.766666666666666,Pleasant,14.500000000000002,Cool,4.466666666666667,Cold,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1436,Lush Plaza,Egypt,Africa,Religious,No,Summer,162.14,3.9,2.38,Giza,africa,29.9870753,31.2118063,The awe-inspiring sight of ancient pyramids rising from the golden desert sands creates an atmosphere of timeless wonder and historical intrigue.,Mid-range,5,3,3,1,3,2,4,2,2,22.8,Pleasant,29.933333333333337,Warm,25.133333333333336,Warm,16.0,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1437,Golden Pagoda,Egypt,Africa,Nature,No,Summer,123.9,4.7,1.31,Sharm El Sheikh,africa,27.8644422,34.295447,Crystal-clear waters and vibrant coral reefs invite you to explore a world of underwater wonders while sun-drenched beaches promise pure relaxation.,Mid-range,3,4,4,5,3,4,3,4,3,24.133333333333336,Pleasant,32.766666666666666,Hot,26.066666666666666,Warm,15.766666666666666,Pleasant,5,['Nature'],Nature
DEST_1438,Golden Park,Australia,Oceania,Historical,Yes,Winter,246.17,4.3,4.66,Sydney,oceania,-33.8698439,151.2082848,"A lively harbor city where golden beaches meet urban sophistication, offering a blend of vibrant culture and stunning natural beauty.",Luxury,4,4,4,5,5,4,4,3,2,19.433333333333334,Pleasant,14.033333333333331,Cool,19.066666666666666,Pleasant,23.366666666666664,Pleasant,8,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1439,Mystic Forest,Spain,Europe,Nature,No,Winter,172.18,4.0,3.8,Valencia,europe,39.4697065,-0.3763353,"Sun-drenched streets lined with orange trees, vibrant markets, and a seamless blend of ancient history and modern art create a captivating atmosphere.",Mid-range,4,3,4,4,4,4,5,3,3,16.633333333333336,Pleasant,25.73333333333333,Warm,19.633333333333336,Pleasant,12.233333333333334,Cool,5,['Nature'],Nature
DEST_1440,Lush Ruins,Brazil,South America,Historical,No,Autumn,46.75,4.5,7.5,Sao Paulo,south_america,-23.5506507,-46.6333824,"Energetic streets buzz with life, offering a tapestry of art, diverse cuisine, and vibrant nightlife that captivates every sense.",Mid-range,5,3,2,2,5,5,5,3,1,20.633333333333336,Pleasant,17.566666666666666,Pleasant,20.400000000000002,Pleasant,22.600000000000005,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1441,Crystal Park,Mexico,North America,City,Yes,Summer,148.51,4.3,3.7,Guanajuato,north_america,20.9876996,-101.0,"Winding cobblestone streets and colorful facades create a charming, vibrant atmosphere, where history and lively festivals fill the air with excitement.",Mid-range,5,3,3,1,4,3,4,3,2,22.233333333333334,Pleasant,21.166666666666668,Pleasant,18.866666666666664,Pleasant,15.866666666666665,Pleasant,5,['Urban'],Urban
DEST_1442,Sacred Ruins,Thailand,Asia,Nature,No,Spring,232.17,4.6,5.11,Chiang Mai,asia,18.7882778,98.9858802,"Lush mountain landscapes and vibrant night markets create a serene yet lively atmosphere, inviting exploration and relaxation at every turn.",Budget,5,4,4,1,3,3,5,4,4,29.5,Warm,28.133333333333336,Warm,26.8,Warm,23.599999999999998,Pleasant,5,['Nature'],Nature
DEST_1443,Crystal Falls,Germany,Europe,Adventure,No,Spring,269.54,4.6,2.75,Heidelberg,europe,49.4093582,8.694724,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",Mid-range,5,2,4,1,3,3,4,3,4,10.366666666666665,Cool,20.7,Pleasant,12.133333333333333,Cool,4.066666666666666,Cold,4,['Adventure'],Adventure
DEST_1444,Sacred Forest,France,Europe,Nature,Yes,Winter,30.0,4.3,1.21,Annecy,europe,45.8992348,6.1288847,"Charming canals and cobblestone streets weave through a picturesque town, surrounded by stunning alpine views and the serene waters of a crystal-clear lake.",Mid-range,4,4,5,3,3,3,4,3,4,11.1,Cool,21.0,Pleasant,11.966666666666667,Cool,3.6333333333333333,Cold,4,['Nature'],Nature
DEST_1445,Serene Temple,Italy,Europe,Adventure,Yes,Spring,114.25,4.3,5.3,Sardinia,europe,40.0912813,9.0305773,"Crystal-clear waters, rugged coastlines, and charming villages create a serene escape where you can unwind and savor local flavors.",Mid-range,3,4,5,5,3,3,4,4,4,15.633333333333333,Pleasant,25.866666666666664,Warm,18.733333333333334,Pleasant,11.333333333333334,Cool,8,['Adventure'],Adventure
DEST_1446,Lush Park,Spain,Europe,Historical,No,Winter,100.75,4.6,0.85,Barcelona,europe,41.3828939,2.1774322,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",Mid-range,5,3,3,4,5,5,5,3,2,15.066666666666668,Pleasant,24.8,Pleasant,17.8,Pleasant,9.766666666666667,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1447,Grand Falls,Peru,South America,Nature,No,Spring,208.88,4.4,2.99,Machu Picchu,south_america,-13.164422,-72.5450851,"Misty mountain peaks and ancient stone terraces create a mystical atmosphere, inviting you to explore and connect with history and nature.",Luxury,5,5,5,1,1,1,3,2,4,12.700000000000001,Cool,11.533333333333333,Cool,14.033333333333333,Cool,13.266666666666666,Cool,10,['Nature'],Nature
DEST_1448,Golden Pagoda,United States,North America,Beach,No,Autumn,124.12,4.5,4.77,San Diego,north_america,32.7174202,-117.162772,"Sun-drenched beaches, vibrant neighborhoods, and an easygoing vibe invite you to savor ocean breezes and explore diverse, lively cultural spots.",Mid-range,4,4,4,5,4,4,4,4,3,16.96666666666667,Pleasant,21.266666666666666,Pleasant,20.066666666666666,Pleasant,14.566666666666668,Cool,5,['Beach'],Beach
DEST_1449,Lush Park,Mexico,North America,Beach,No,Winter,234.23,5.0,3.66,Puerto Vallarta,north_america,20.6407176,-105.220306,"Golden beaches meet the lush Sierra Madre mountains, creating a vibrant yet laid-back atmosphere filled with colorful markets and lively nightlife.",Mid-range,3,4,4,5,3,4,4,4,3,23.066666666666666,Pleasant,25.3,Warm,24.3,Pleasant,21.2,Pleasant,5,['Beach'],Beach
DEST_1450,Hidden Plaza,Canada,North America,City,No,Autumn,116.07,4.4,3.98,Montreal,north_america,45.5031824,-73.5698065,"Charming streets filled with a mix of European elegance and North American vibrancy, offering lively festivals, diverse cuisine, and artistic flair.",Mid-range,5,3,3,2,5,4,5,3,2,6.933333333333334,Cool,21.266666666666666,Pleasant,10.166666666666666,Cool,-5.566666666666666,Cold,5,['Urban'],Urban
DEST_1451,Golden Falls,Canada,North America,Adventure,No,Winter,160.87,4.4,9.68,Calgary,north_america,51.0456064,-114.057541,"A dynamic blend of urban sophistication and stunning natural landscapes, where vibrant arts scenes meet the majestic Rockies under vast blue skies.",Mid-range,4,4,5,1,4,3,3,3,3,4.633333333333334,Cold,17.0,Pleasant,5.566666666666667,Cool,-6.133333333333333,Cold,5,['Adventure'],Adventure
DEST_1452,Ancient Ruins,France,Europe,Beach,Yes,Spring,229.93,4.7,3.21,Ajaccio,europe,41.9263991,8.7376029,"Nestled between mountains and sea, this charming coastal town offers sunlit streets, vibrant markets, and a rich tapestry of history and culture.",Mid-range,4,3,4,4,3,3,4,3,4,14.300000000000002,Cool,24.166666666666668,Pleasant,17.733333333333334,Pleasant,10.133333333333333,Cool,5,['Beach'],Beach
DEST_1453,Hidden Beach,Argentina,South America,Adventure,No,Winter,113.57,5.0,5.08,Salta,south_america,-25.1076701,-64.3494964,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere.",Mid-range,4,4,5,1,3,3,4,3,4,16.400000000000002,Pleasant,11.133333333333333,Cool,18.233333333333334,Pleasant,21.066666666666666,Pleasant,5,['Adventure'],Adventure
DEST_1454,Serene Canyon,France,Europe,City,Yes,Winter,109.53,4.8,3.52,Strasbourg,europe,48.584614,7.7507127,"Charming cobblestone streets lined with half-timbered houses, the aroma of freshly baked pastries, and the gentle flow of the canals create a fairy-tale ambiance.",Mid-range,5,2,3,1,4,3,4,3,3,11.5,Cool,20.900000000000002,Pleasant,11.833333333333334,Cool,4.166666666666667,Cold,5,['Urban'],Urban
DEST_1455,Golden Ruins,United States,North America,Historical,Yes,Winter,193.68,4.5,6.3,Washington,north_america,38.8950368,-77.0365427,"Majestic landscapes blend with vibrant city life, offering a mix of natural beauty, cultural richness, and a welcoming atmosphere.",Mid-range,5,2,3,1,5,4,4,3,2,14.633333333333335,Cool,26.23333333333333,Warm,16.73333333333333,Pleasant,4.8999999999999995,Cold,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
